==== START logs for container nsmgr of pod nsm-system/nsmgr-kqm9b ====
Dec 21 07:29:32.826[37m [TRAC] [id:ubuntu-deployment-7b8975b5d6-qrwf2-0] [type:networkService] [0m(1) ⎆ sdk/pkg/networkservice/common/updatepath/updatePathServer.Close()
Dec 21 07:29:32.827[37m [TRAC] [id:ubuntu-deployment-7b8975b5d6-qrwf2-0] [type:networkService] [0m(1.1)   close={"id":"ubuntu-deployment-7b8975b5d6-qrwf2-0","network_service":"my-vl3-network","mechanism":{"cls":"LOCAL","type":"KERNEL","parameters":{"inodeURL":"inode://4/4026535856","name":"nsm-1"}},"context":{"ip_context":{"src_ip_addrs":["172.16.0.2/32"],"dst_ip_addrs":["172.16.0.0/32"],"src_routes":[{"prefix":"172.16.0.0/32","nextHop":"172.16.0.0"},{"prefix":"172.16.0.0/24","nextHop":"172.16.0.0"},{"prefix":"172.16.0.0/16","nextHop":"172.16.0.0"}],"dst_routes":[{"prefix":"172.16.0.2/32"}],"excluded_prefixes":["10.96.0.0/16","10.244.0.0/16"]},"dns_context":{"configs":[{"dns_server_ips":["172.16.0.1"]},{"dns_server_ips":["10.96.0.10"],"search_domains":["vl3-test.svc.cluster.local","svc.cluster.local","cluster.local"]}]},"MTU":9000},"labels":{"dnsName":"ubuntu","nodeName":"kind-1-control-plane","podName":"ubuntu-deployment-7b8975b5d6-qrwf2"},"path":{"path_segments":[{"name":"ubuntu-deployment-7b8975b5d6-qrwf2","id":"ubuntu-deployment-7b8975b5d6-qrwf2-0","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvdmwzLXRlc3QvcG9kL3VidW50dS1kZXBsb3ltZW50LTdiODk3NWI1ZDYtcXJ3ZjIiLCJhdWQiOlsic3BpZmZlOi8vbnNtLmNsdXN0ZXIxL25zL25zbS1zeXN0ZW0vcG9kL25zbWdyLWtxbTliIl0sImV4cCI6MTY3MTYwODM2OX0.LRcfex-6qA-TPRlNP3co1r9udpr_j9DjmZdXF2HotI8FbhTJJYiPC_1jp0m8NaIMf8F3dNE_MIkIaI4wd8BRBQ","expires":{"seconds":1671608369,"nanos":847377517}},{"name":"nsmgr-kqm9b","id":"4f6b8082-c721-4c33-873a-60308a24a972","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3Ita3FtOWIiLCJhdWQiOlsic3BpZmZlOi8vbnNtLmNsdXN0ZXIxL25zL25zbS1zeXN0ZW0vcG9kL2ZvcndhcmRlci12cHAtOGt2ZzkiXSwiZXhwIjoxNjcxNjA4MzY5fQ.5dqvasZuVHJGMyTzsX-p19lJJce6x2E06PiFUsjwWLIXKD_EaPVnHNDdwcptrMM70vvVX2TV31YxvMHAD9TzRg","expires":{"seconds":1671608369,"nanos":884405899}},{"name":"forwarder-vpp-8kvg9","id":"016537df-66b4-4799-9cc8-9cfc83717a45","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvZm9yd2FyZGVyLXZwcC04a3ZnOSIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnMtZG5zLXZsMy9wb2QvbnNlLXZsMy12cHAtNWQ5Nzc0NTg4OC1zOHBybSJdLCJleHAiOjE2NzE2MDgzNzB9.ILnA8hUCoOMvxcHyaeESVMKevd4IFRIOtNGnzV5x6zc6KgucCh2ZbmzgpG8MT-V49N5EltVjgrpWgConT-LPWQ","expires":{"seconds":1671608370,"nanos":379275666},"metrics":{"client_drops":"0","client_rx_bytes":"0","client_rx_packets":"0","client_tx_bytes":"0","client_tx_packets":"0","server_drops":"0","server_rx_bytes":"0","server_rx_packets":"0","server_tx_bytes":"0","server_tx_packets":"0"}},{"name":"nse-vl3-vpp-5d97745888-s8prm","id":"d2a0eda7-26b2-4a28-b7eb-50584016452d","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnMtZG5zLXZsMy9wb2QvbnNlLXZsMy12cHAtNWQ5Nzc0NTg4OC1zOHBybSIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvZm9yd2FyZGVyLXZwcC04a3ZnOSJdLCJleHAiOjE2NzE2MDgzNzB9.PpzTjdCFkIKOT2ow133VRg0_SGtp96Pbhd59Zr3OSJ7W92TQfnCGsX1sTBM9pZQJfbsXmszFyX52KBcpkye_Eg","expires":{"seconds":1671608370,"nanos":386602229}}]},"network_service_endpoint_name":"nse-vl3-vpp-5d97745888-s8prm","payload":"IP"}
Dec 21 07:29:38.408[37m [TRAC] [type:registry] [0m(20)                    ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.408[37m [TRAC] [type:registry] [0m(20)                    ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.408[37m [TRAC] [type:registry] [0m(20)                    ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.408[37m [TRAC] [type:registry] [0m(20)                    ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.408[37m [TRAC] [type:registry] [0m(20)                    ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.409[37m [TRAC] [type:registry] [0m(20)                    ⎆ sdk/pkg/registry/common/dial/dialNSEFindClient.Recv()
Dec 21 07:29:38.409[37m [TRAC] [type:registry] [0m(20)                    ⎆ api/pkg/api/registry/networkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.409[37m [TRAC] [type:registry] [0m(13)             ⎆ sdk/pkg/registry/core/streamcontext/networkServiceEndpointRegistryFindServer.Send()
Dec 21 07:29:38.409[37m [TRAC] [type:registry] [0m(13.1)               network service endpoint={"name":"forwarder-vpp-8kvg9","network_service_names":["forwarder"],"network_service_labels":{"forwarder":{"labels":{"nodeName":"kind-1-control-plane","p2p":"true"}}},"url":"tcp://[10.244.0.11]:5001","expiration_time":{"seconds":1671607820,"nanos":572188289},"initial_registration_time":{"seconds":1671597354,"nanos":681464471},"path_ids":["spiffe://nsm.cluster1/ns/nsm-system/pod/forwarder-vpp-8kvg9","spiffe://nsm.cluster1/ns/nsm-system/pod/nsmgr-kqm9b","spiffe://nsm.cluster1/ns/nsm-system/pod/registry-k8s-679b68767c-55w7p"]}
Dec 21 07:29:38.409[37m [TRAC] [type:registry] [0m(12)            ⎆ sdk/pkg/registry/core/streamcontext/networkServiceEndpointRegistryFindServer.Send()
Dec 21 07:29:38.409[37m [TRAC] [type:registry] [0m(12.1)              network service endpoint={"name":"forwarder-vpp-8kvg9","network_service_names":["forwarder"],"network_service_labels":{"forwarder":{"labels":{"nodeName":"kind-1-control-plane","p2p":"true"}}},"url":"unix:///proc/1/fd/11","expiration_time":{"seconds":1671607820,"nanos":572188289},"initial_registration_time":{"seconds":1671597354,"nanos":681464471},"path_ids":["spiffe://nsm.cluster1/ns/nsm-system/pod/forwarder-vpp-8kvg9","spiffe://nsm.cluster1/ns/nsm-system/pod/nsmgr-kqm9b","spiffe://nsm.cluster1/ns/nsm-system/pod/registry-k8s-679b68767c-55w7p"]}
Dec 21 07:29:38.410[37m [TRAC] [type:registry] [0m(12.2)              find-response={"network_service_endpoint":{"name":"forwarder-vpp-8kvg9","url":"tcp://[10.244.0.11]:5001"}}
Dec 21 07:29:38.410[37m [TRAC] [type:registry] [0m(11.2)             find-response={"network_service_endpoint":{"name":"forwarder-vpp-8kvg9","url":"tcp://[10.244.0.11]:5001"}}
Dec 21 07:29:38.410[37m [DEBU] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(10.1)            passed clientURL: unix:///proc/1/fd/11
Dec 21 07:29:38.411[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(11)           ⎆ sdk/pkg/networkservice/common/excludedprefixes/excludedPrefixesServer.Close()
Dec 21 07:29:38.411[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(12)            ⎆ sdk/pkg/networkservice/common/mechanisms/recvfd/recvFDServer.Close()
Dec 21 07:29:38.411[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(12.1)              close-diff={"mechanism":{"parameters":{"inodeURL":"file:///proc/1/fd/16"}}}
Dec 21 07:29:38.411[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(13)             ⎆ sdk/pkg/networkservice/common/metrics/metricServer.Close()
Dec 21 07:29:38.412[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(14)              ⎆ sdk/pkg/networkservice/common/connect/connectServer.Close()
Dec 21 07:29:38.412[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(15)               ⎆ sdk/pkg/networkservice/common/updatepath/updatePathClient.Close()
Dec 21 07:29:38.412[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(16)                ⎆ sdk/pkg/networkservice/common/begin/beginClient.Close()
Dec 21 07:29:38.412[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(17)                 ⎆ sdk/pkg/networkservice/utils/metadata/metaDataClient.Close()
Dec 21 07:29:38.412[37m [DEBU] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [connID:1314bfb7-63a7-4603-ae16-f891ebc32b31] [metadata:client] [type:networkService] [0m(17.1)                   metadata deleted
Dec 21 07:29:38.412[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(18)                  ⎆ sdk/pkg/networkservice/common/null/nullClient.Close()
Dec 21 07:29:38.412[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(19)                   ⎆ sdk/pkg/networkservice/common/clienturl/clientURLClient.Close()
Dec 21 07:29:38.412[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(20)                    ⎆ sdk/pkg/networkservice/common/clientconn/clientConnClient.Close()
Dec 21 07:29:38.412[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(21)                     ⎆ sdk/pkg/networkservice/common/null/nullClient.Close()
Dec 21 07:29:38.413[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(22)                      ⎆ sdk/pkg/networkservice/common/dial/dialClient.Close()
Dec 21 07:29:38.416[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(23)                       ⎆ sdk/pkg/networkservice/common/mechanisms/recvfd/recvFDClient.Close()
Dec 21 07:29:38.416[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(24)                        ⎆ sdk/pkg/networkservice/common/mechanisms/sendfd/sendFDClient.Close()
Dec 21 07:29:38.416[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(24.1)                          close-diff={"mechanism":{"parameters":{"inodeURL":"inode://4/4026535735"}}}
Dec 21 07:29:38.416[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(25)                         ⎆ sdk/pkg/networkservice/common/null/nullClient.Close()
Dec 21 07:29:38.417[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(26)                          ⎆ sdk/pkg/networkservice/common/trimpath/trimpathClient.Close()
Dec 21 07:29:38.417[37m [TRAC] [id:1314bfb7-63a7-4603-ae16-f891ebc32b31] [type:networkService] [0m(27)                           ⎆ sdk/pkg/networkservice/common/connect/connectClient.Close()
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(1) ⎆ sdk/pkg/registry/common/grpcmetadata/grpcMetadataNSEServer.Find()
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(1.1)   find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(2)  ⎆ sdk/pkg/registry/common/begin/beginNSEServer.Find()
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(2.1)    find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(3)   ⎆ sdk/pkg/registry/common/updatepath/updatePathNSEServer.Find()
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(3.1)     find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(4)    ⎆ sdk/pkg/registry/common/authorize/authorizeNSEServer.Find()
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(4.1)      find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(5)     ⎆ sdk/pkg/registry/common/clientinfo/clientInfoServer.Find()
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(5.1)       find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(6)      ⎆ sdk/pkg/registry/common/expire/expireNSEServer.Find()
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(6.1)        find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(7)       ⎆ sdk/pkg/registry/common/recvfd/recvfdNseServer.Find()
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(7.1)         find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(8)        ⎆ sdk/pkg/registry/common/sendfd/sendfdNSEServer.Find()
Dec 21 07:29:38.429[37m [TRAC] [type:registry] [0m(8.1)          find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(9)         ⎆ sdk/pkg/registry/core/next/nextNetworkServiceEndpointRegistryServer.Find()
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(9.1)           find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(10)          ⎆ sdk/pkg/registry/common/localbypass/localBypassNSEServer.Find()
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(10.1)            find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(11)           ⎆ sdk/pkg/registry/common/connect/connectNSEServer.Find()
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(11.1)             find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(12)            ⎆ sdk/pkg/registry/common/begin/beginNSEClient.Find()
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(12.1)              find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(13)             ⎆ sdk/pkg/registry/common/clienturl/clientURLNSEClient.Find()
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(13.1)               find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.430[37m [DEBU] [type:registry] [0m(13.2)               passed clientURL: registry:5002
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(14)              ⎆ sdk/pkg/registry/common/clientconn/clientConnNSEClient.Find()
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(14.1)                find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(15)               ⎆ sdk/pkg/registry/common/authorize/authorizeNSEClient.Find()
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(15.1)                 find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(16)                ⎆ sdk/pkg/registry/common/grpcmetadata/grpcMetadataNSEClient.Find()
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(16.1)                  find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(17)                 ⎆ sdk/pkg/registry/common/dial/dialNSEClient.Find()
Dec 21 07:29:38.430[37m [TRAC] [type:registry] [0m(17.1)                   find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.433[37m [TRAC] [type:registry] [0m(18)                  ⎆ sdk/pkg/registry/common/connect/connectNSEClient.Find()
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(18.1)                    find={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm"}}
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(18.2)                    find-response={"ClientStream":{}}
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(17.2)                   find-response={"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"ClientStream":{}}}}
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(16.2)                  find-response={"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"ClientStream":{}}}}}
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(15.2)                 find-response={"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"ClientStream":{}}}}}}
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(14.2)                find-response={"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"ClientStream":{}}}}}}}
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(13.3)               find-response={"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"ClientStream":{}}}}}}}}
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(12.2)              find-response={"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"NetworkServiceEndpointRegistry_FindClient":{"ClientStream":{}}}}}}}}}
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(19)                   ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(19)                   ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(19)                   ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(19)                   ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(19)                   ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(19)                   ⎆ sdk/pkg/registry/common/dial/dialNSEFindClient.Recv()
Dec 21 07:29:38.434[37m [TRAC] [type:registry] [0m(19)                   ⎆ api/pkg/api/registry/networkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.439[37m [TRAC] [type:registry] [0m(19.1)                     recv-response={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm","network_service_names":["my-vl3-network"],"network_service_labels":{"my-vl3-network":{"labels":{"nodeName":"kind-1-control-plane"}}},"url":"tcp://[10.244.0.11]:5001","expiration_time":{"seconds":1671607806,"nanos":257923301},"initial_registration_time":{"seconds":1671606625,"nanos":150597930},"path_ids":["spiffe://nsm.cluster1/ns/ns-dns-vl3/pod/nse-vl3-vpp-5d97745888-s8prm","spiffe://nsm.cluster1/ns/nsm-system/pod/nsmgr-kqm9b","spiffe://nsm.cluster1/ns/nsm-system/pod/registry-k8s-679b68767c-55w7p"]}}
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19.1)                     recv-response={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm","network_service_names":["my-vl3-network"],"network_service_labels":{"my-vl3-network":{"labels":{"nodeName":"kind-1-control-plane"}}},"url":"tcp://[10.244.0.11]:5001","expiration_time":{"seconds":1671607806,"nanos":257923301},"initial_registration_time":{"seconds":1671606625,"nanos":150597930},"path_ids":["spiffe://nsm.cluster1/ns/ns-dns-vl3/pod/nse-vl3-vpp-5d97745888-s8prm","spiffe://nsm.cluster1/ns/nsm-system/pod/nsmgr-kqm9b","spiffe://nsm.cluster1/ns/nsm-system/pod/registry-k8s-679b68767c-55w7p"]}}
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19.1)                     recv-response={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm","network_service_names":["my-vl3-network"],"network_service_labels":{"my-vl3-network":{"labels":{"nodeName":"kind-1-control-plane"}}},"url":"tcp://[10.244.0.11]:5001","expiration_time":{"seconds":1671607806,"nanos":257923301},"initial_registration_time":{"seconds":1671606625,"nanos":150597930},"path_ids":["spiffe://nsm.cluster1/ns/ns-dns-vl3/pod/nse-vl3-vpp-5d97745888-s8prm","spiffe://nsm.cluster1/ns/nsm-system/pod/nsmgr-kqm9b","spiffe://nsm.cluster1/ns/nsm-system/pod/registry-k8s-679b68767c-55w7p"]}}
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19.1)                     recv-response={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm","network_service_names":["my-vl3-network"],"network_service_labels":{"my-vl3-network":{"labels":{"nodeName":"kind-1-control-plane"}}},"url":"tcp://[10.244.0.11]:5001","expiration_time":{"seconds":1671607806,"nanos":257923301},"initial_registration_time":{"seconds":1671606625,"nanos":150597930},"path_ids":["spiffe://nsm.cluster1/ns/ns-dns-vl3/pod/nse-vl3-vpp-5d97745888-s8prm","spiffe://nsm.cluster1/ns/nsm-system/pod/nsmgr-kqm9b","spiffe://nsm.cluster1/ns/nsm-system/pod/registry-k8s-679b68767c-55w7p"]}}
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19.1)                     recv-response={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm","network_service_names":["my-vl3-network"],"network_service_labels":{"my-vl3-network":{"labels":{"nodeName":"kind-1-control-plane"}}},"url":"tcp://[10.244.0.11]:5001","expiration_time":{"seconds":1671607806,"nanos":257923301},"initial_registration_time":{"seconds":1671606625,"nanos":150597930},"path_ids":["spiffe://nsm.cluster1/ns/ns-dns-vl3/pod/nse-vl3-vpp-5d97745888-s8prm","spiffe://nsm.cluster1/ns/nsm-system/pod/nsmgr-kqm9b","spiffe://nsm.cluster1/ns/nsm-system/pod/registry-k8s-679b68767c-55w7p"]}}
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19.1)                     recv-response={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm","network_service_names":["my-vl3-network"],"network_service_labels":{"my-vl3-network":{"labels":{"nodeName":"kind-1-control-plane"}}},"url":"tcp://[10.244.0.11]:5001","expiration_time":{"seconds":1671607806,"nanos":257923301},"initial_registration_time":{"seconds":1671606625,"nanos":150597930},"path_ids":["spiffe://nsm.cluster1/ns/ns-dns-vl3/pod/nse-vl3-vpp-5d97745888-s8prm","spiffe://nsm.cluster1/ns/nsm-system/pod/nsmgr-kqm9b","spiffe://nsm.cluster1/ns/nsm-system/pod/registry-k8s-679b68767c-55w7p"]}}
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19.1)                     recv-response={"network_service_endpoint":{"name":"nse-vl3-vpp-5d97745888-s8prm","network_service_names":["my-vl3-network"],"network_service_labels":{"my-vl3-network":{"labels":{"nodeName":"kind-1-control-plane"}}},"url":"tcp://[10.244.0.11]:5001","expiration_time":{"seconds":1671607806,"nanos":257923301},"initial_registration_time":{"seconds":1671606625,"nanos":150597930},"path_ids":["spiffe://nsm.cluster1/ns/ns-dns-vl3/pod/nse-vl3-vpp-5d97745888-s8prm","spiffe://nsm.cluster1/ns/nsm-system/pod/nsmgr-kqm9b","spiffe://nsm.cluster1/ns/nsm-system/pod/registry-k8s-679b68767c-55w7p"]}}
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19)                   ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19)                   ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19)                   ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19)                   ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19)                   ⎆ sdk/pkg/registry/core/trace/traceNetworkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19)                   ⎆ sdk/pkg/registry/common/dial/dialNSEFindClient.Recv()
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(19)                   ⎆ api/pkg/api/registry/networkServiceEndpointRegistryFindClient.Recv()
Dec 21 07:29:38.440[37m [TRAC] [type:registry] [0m(12)            ⎆ sdk/pkg/registry/core/streamcontext/networkServiceEndpointRegistryFindServer.Send()
